,ROI,Pval,FDR,COR
245,X10949.59,0.417165668662675,0.0135701529050879,0.433731278093942
246,X10953.14,0.674650698602794,0.0116439379254397,0.17735626641929
247,X10955.4,0.425149700598802,0.0135701529050879,0.348201201578291
248,X10956.82,0.303393213572854,0.0135701529050879,0.497342262508208
249,X10959.125,0.483033932135729,0.0135701529050879,0.361960441655331
250,X10961.15,0.211576846307385,0.0135701529050879,0.304574772841183
251,X10966.1,0.658682634730539,0.0116439379254397,-0.0488982499051421
252,X10967.12,0.960079840319361,0.00403228680013503,-0.28134286483532
253,X10970.3,0.0546545212175072,0.047981423525464,0.291739871964131
254,X10974.20,0.375249500998004,0.0135701529050879,0.202529014557924
255,X10975.59,0.94810379241517,0.00442421239665635,0.0198880547785333
256,X10976.44,0.512974051896208,0.0132159243588056,0.242849827406024
257,X10977.55,0.660678642714571,0.0116439379254397,-0.0715349794848679
258,X10978.39,0.058875805376583,0.047981423525464,0.601149098432604
259,X10980.11,0.14856762158561,0.022796019875228,0.3236507863594
260,X10981.56,0.0182208725279609,0.0909518180890702,0.348483172472125
261,X10990.21,0.944111776447106,0.00442421239665635,-0.278491294782257
262,X11067.13,0.457085828343313,0.0135701529050879,0.0130332307587408
263,X11071.1,0.377245508982036,0.0135701529050879,0.47244165763911
264,X11081.1,0.479041916167665,0.0135701529050879,0.176296433633118
265,X11083.23,0.014295237389823,0.0909518180890702,0.363814092813065
266,X11089.7,0.862275449101796,0.00841109468571887,-0.192211624938441
267,X11094.104,0.740518962075848,0.0112419498538803,0.131191561051505
268,X11096.57,0.980039920159681,0.00238871459768836,-0.358279004698956
269,X11098.1,0.536926147704591,0.0117115941424413,0.202950721357601
270,X11101.18,0.219560878243513,0.0135701529050879,0.633755427295305
271,X11102.22,0.333333333333333,0.0135701529050879,0.068832631245064
272,X11103.24,0.483033932135729,0.0135701529050879,0.510218926017167
273,X11104.13,0.313373253493014,0.0135701529050879,0.0689040494350841
274,X11105.171,0.508982035928144,0.0132159243588056,-0.0305609372132448
275,X11107.25,0.249500998003992,0.0135701529050879,0.333629476747167
276,X11109.56,0.303393213572854,0.0135701529050879,0.0671925680368842
